Timestamp,Temperature [°C],Relative_Humidity [%]
2025-04-13 06:21:00,22.0,45.0
2025-04-13 07:21:00,24.0,40.0
2025-04-13 08:21:00,28.0,50.0
2025-04-13 09:21:00,25.0,33.0
2025-04-13 10:21:00,27.0,39.0
2025-04-13 11:21:00,25.40533447265625,43.78419876098633
2025-04-13 12:21:00,22.496753692626953,53.099788665771484
2025-04-13 13:21:00,20.245038986206055,61.060264587402344
2025-04-13 14:21:00,18.93800926208496,68.41699981689453
2025-04-13 15:21:00,17.84113883972168,74.41616821289062
